Temp,Humidity,Cloud Cover,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,avgjune,sub,flood
31.9,76.6,5.6,1163.5,32.4,74.4,967.2,89.5,216.1,Madhya Maharashtra,1
29.0,66.9,0.7,471.4,22.4,33.8,316.0,99.2,72.4,Assam & Meghalaya,0
27.0,68.5,7.0,682.0,0.9,53.8,564.6,62.7,150.2,Madhya Maharashtra,0
22.4,73.9,4.7,1503.4,23.2,29.1,1361.8,89.3,339.1,Konkan & Goa,1
23.3,71.0,8.0,785.0,35.9,84.7,621.5,42.9,160.6,Assam & Meghalaya,1
25.9,43.4,8.0,1453.8,14.4,34.9,1273.0,131.5,296.9,Gangetic West Bengal,1
24.9,67.2,4.6,1178.1,40.3,76.6,1006.6,54.6,263.5,East Rajasthan,1
26.3,59.8,4.8,571.5,39.4,49.7,357.2,125.2,77.0,Gangetic West Bengal,0
27.2,72.1,7.0,1262.9,45.0,56.6,1090.6,70.7,266.2,Vidarbha,0
28.9,100.0,8.0,1041.8,24.6,64.4,864.7,88.1,220.9,East Rajasthan,1
26.8,74.4,1.7,889.5,28.8,37.1,763.4,60.2,192.9,Gangetic West Bengal,0
28.7,66.2,1.4,1120.4,41.2,66.3,973.5,39.4,243.9,East Rajasthan,0
27.2,81.1,3.8,1185.2,26.7,105.9,1042.4,10.2,245.6,East Rajasthan,1
20.1,75.8,6.2,1199.3,12.5,36.7,1112.3,37.8,272.1,Coastal Karnataka,1
23.7,75.0,6.0,1429.0,13.3,95.2,1253.5,67.0,313.4,Coastal Andhra Pradesh,0
26.5,77.3,7.1,1239.4,23.6,104.9,1022.4,88.5,228.1,Coastal Andhra Pradesh,1
22.8,94.7,2.6,643.8,0.6,35.5,487.3,120.4,112.6,Coastal Karnataka,0
29.1,56.4,0.4,854.3,17.9,16.3,757.9,62.2,197.2,Madhya Maharashtra,0
32.4,75.7,6.7,1933.1,36.4,69.1,1782.9,44.7,420.2,Bihar,1
31.3,58.9,3.3,1183.2,0.0,43.6,1117.3,22.3,302.5,Madhya Maharashtra,1
26.3,76.7,1.0,1869.1,43.0,116.1,1610.8,99.2,428.1,Assam & Meghalaya,1
32.2,59.0,5.3,1551.7,36.8,61.0,1318.6,135.3,304.7,Assam & Meghalaya,1
27.5,65.0,6.6,1152.2,13.1,35.9,972.5,130.7,270.3,East Rajasthan,0
25.8,66.5,4.8,1152.6,28.2,25.6,990.4,108.4,244.7,Gangetic West Bengal,1
24.9,81.7,4.1,1107.2,20.0,92.7,889.0,105.5,230.6,Gangetic West Bengal,1
25.9,81.0,4.7,607.9,38.4,42.9,378.7,147.9,84.7,Coastal Andhra Pradesh,0
25.6,55.1,4.3,1094.7,34.7,61.3,905.4,93.3,244.8,Kerala,1
27.6,70.7,2.3,1457.7,0.0,88.7,1263.2,105.8,323.9,Madhya Maharashtra,0
27.6,61.5,3.6,861.6,28.8,45.5,720.1,67.2,163.7,Vidarbha,0
27.0,54.9,6.0,1124.6,16.9,58.6,1023.6,25.5,232.6,Konkan & Goa,0
28.5,67.4,5.6,1288.8,21.2,59.5,1155.5,52.6,259.7,Gangetic West Bengal,1
31.2,66.3,5.3,796.3,9.1,80.5,627.1,79.6,160.5,Konkan & Goa,0
30.3,99.1,3.0,970.9,46.2,77.7,764.6,82.4,202.6,East Rajasthan,0
21.8,75.2,4.6,840.7,35.6,53.4,594.6,157.1,161.7,Konkan & Goa,0
18.1,53.5,0.6,807.5,8.9,61.9,653.4,83.3,161.0,Vidarbha,0
30.3,63.2,5.4,689.7,0.0,48.8,513.7,127.2,105.3,Coastal Karnataka,0
22.2,82.3,7.9,722.4,14.2,15.7,629.9,62.6,143.8,Vidarbha,0
26.2,95.1,2.1,1487.5,26.5,67.7,1325.8,67.5,354.5,Konkan & Goa,1
22.9,51.0,3.8,792.6,23.6,116.8,625.4,26.8,146.7,Vidarbha,0
20.7,47.4,5.7,1060.5,38.8,33.5,937.9,50.3,237.3,Bihar,1
28.9,92.5,7.5,918.8,31.8,36.8,749.1,101.1,165.8,East Rajasthan,0
29.7,74.7,4.1,1402.4,34.5,33.9,1253.7,80.3,320.2,Madhya Maharashtra,1
25.0,59.6,3.6,1517.6,24.9,81.7,1293.3,117.7,314.2,Coastal Karnataka,0
17.9,76.4,1.1,1320.0,0.0,73.5,1159.2,87.3,310.7,Gangetic West Bengal,1
25.1,38.4,5.2,1130.0,17.1,55.2,991.8,65.9,263.4,Assam & Meghalaya,0
28.4,70.0,8.0,1065.0,35.9,32.5,830.7,165.9,197.8,Madhya Maharashtra,0
21.8,73.9,5.6,700.6,19.2,62.8,542.4,76.2,133.1,Assam & Meghalaya,0
27.6,81.1,5.0,1650.2,27.5,13.1,1483.1,126.5,359.8,East Rajasthan,1
26.9,57.8,5.6,815.6,15.2,64.3,672.1,64.0,139.6,Coastal Karnataka,0
29.0,71.0,5.0,1298.2,4.6,86.1,1099.1,108.4,257.6,Coastal Andhra Pradesh,0
27.4,58.9,3.4,1375.6,18.1,22.5,1217.9,117.1,308.4,Gangetic West Bengal,1
23.6,73.1,6.6,860.3,24.6,14.0,733.4,88.3,189.9,Bihar,0
31.2,59.3,5.5,1329.0,10.2,107.4,1211.4,0.0,305.8,Coastal Andhra Pradesh,1
26.4,65.1,5.0,1268.1,16.5,41.6,1129.3,80.7,276.3,East Rajasthan,0
26.9,58.1,3.0,1647.6,5.9,94.1,1418.4,129.2,373.3,Madhya Maharashtra,1
23.7,77.8,7.6,952.5,36.8,55.4,759.2,101.1,191.1,Bihar,0
25.4,80.3,6.3,682.7,15.6,55.1,514.2,97.8,142.6,Vidarbha,0
23.9,67.2,3.9,874.5,41.8,73.2,748.4,11.1,151.6,Konkan & Goa,1
26.4,70.5,7.0,1090.3,42.9,33.5,962.7,51.2,162.2,Bihar,0
33.0,52.6,4.0,1096.8,18.8,64.0,917.5,96.5,235.1,East Rajasthan,0
22.2,66.4,3.4,931.9,4.9,48.6,782.0,96.4,167.0,Kerala,0
21.4,69.4,3.5,476.2,0.0,20.4,327.2,128.6,77.6,Konkan & Goa,0
32.1,100.0,1.5,1185.4,0.0,70.1,1041.1,74.2,254.2,Assam & Meghalaya,1
26.3,56.7,5.9,1640.0,0.0,52.1,1491.7,96.2,404.7,Gangetic West Bengal,1
24.7,87.6,,1216.0,40.7,55.3,1039.3,80.7,267.8,Assam & Meghalaya,1
30.6,82.0,,1168.6,21.7,23.7,1082.7,40.5,274.0,Bihar,0
24.9,73.4,0.8,1205.2,25.8,107.7,1071.7,0.0,284.7,Assam & Meghalaya,1
33.4,91.1,4.8,1202.6,0.0,86.3,1019.1,97.2,262.1,East Rajasthan,0
29.4,74.5,4.7,1357.4,2.0,88.9,1179.5,87.0,285.7,Vidarbha,1
25.3,74.7,4.3,1158.0,33.3,50.8,1018.6,55.3,276.1,Madhya Maharashtra,1
34.6,69.4,2.9,853.8,24.3,8.1,3493.5023736935154,15.2,179.4,Gangetic West Bengal,1
24.9,84.7,2.7,902.8,17.8,118.6,661.2,105.2,171.8,Assam & Meghalaya,1
29.6,83.2,5.9,981.4,28.5,58.2,825.3,69.4,175.4,Assam & Meghalaya,0
28.0,62.5,3.9,1178.5,44.5,37.5,994.2,102.3,252.6,Bihar,0
31.6,54.2,5.6,1049.0,16.7,72.5,805.2,154.6,205.2,Madhya Maharashtra,0
32.5,67.6,3.2,1110.3,21.0,95.0,994.3,0.0,282.1,Coastal Andhra Pradesh,0
27.1,60.4,5.4,1165.9,22.9,59.3,1031.7,52.0,226.6,Assam & Meghalaya,0
24.4,69.2,7.6,1375.9,55.9,98.4,1150.0,71.6,275.5,East Rajasthan,0
28.6,84.8,6.2,1515.5,0.0,92.5,1284.8,138.2,337.7,Kerala,1
24.6,64.5,4.2,995.8,30.2,27.7,923.4,14.5,237.6,Gangetic West Bengal,0
34.0,69.5,5.5,723.2,18.3,39.8,507.7,157.4,130.5,Assam & Meghalaya,0
27.5,70.7,4.5,999.1,28.5,88.7,796.5,85.4,180.0,East Rajasthan,0
25.7,80.2,5.0,999.5,10.1,0.0,913.2,76.2,216.5,East Rajasthan,1
27.6,43.0,4.3,496.2,19.3,55.5,349.3,72.1,112.2,Gangetic West Bengal,0
22.3,62.7,4.7,1426.9,30.7,17.1,1316.6,62.5,328.1,Coastal Andhra Pradesh,1
23.6,72.5,5.4,1177.0,66.7,45.7,942.7,121.9,243.2,East Rajasthan,0
31.2,84.4,3.0,1134.8,32.1,51.0,1014.4,37.3,251.3,Kerala,0
24.7,64.1,3.0,1460.1,7.3,49.3,1309.7,93.8,303.8,East Rajasthan,1
23.3,47.5,2.2,832.6,13.6,43.4,711.0,64.6,196.4,East Rajasthan,0
28.9,77.4,1.8,1162.0,13.2,27.1,1072.2,49.5,278.1,East Rajasthan,0
31.1,62.4,2.6,1179.2,0.0,128.8,867.0,183.4,262.9,Vidarbha,1
29.5,55.7,5.3,1072.6,15.0,116.0,844.8,96.8,190.9,Vidarbha,0
30.5,62.5,3.2,828.9,31.0,25.1,668.3,104.5,183.5,Coastal Andhra Pradesh,0
24.4,67.8,6.0,1633.6,0.9,107.5,1399.7,125.5,323.7,Assam & Meghalaya,1
22.0,62.7,5.1,894.1,35.7,48.0,787.3,23.1,200.0,East Rajasthan,1
32.3,43.5,1.1,1351.1,27.3,63.9,1109.8,150.1,297.0,Madhya Maharashtra,0
25.9,80.8,6.3,404.6,9.0,58.1,337.5,0.0,42.9,Assam & Meghalaya,0
26.1,85.3,6.6,1361.3,17.9,40.2,1254.0,49.2,309.4,Coastal Andhra Pradesh,1
31.6,77.8,3.0,1410.8,44.0,89.5,1215.7,61.6,292.7,Coastal Karnataka,1
28.9,56.3,5.8,1127.3,31.0,63.8,929.2,103.3,218.3,Assam & Meghalaya,0
28.6,67.6,3.3,986.4,20.1,45.7,831.9,88.7,215.7,Assam & Meghalaya,0
34.6,69.9,5.2,1130.6,16.4,20.9,1020.0,73.3,277.4,Konkan & Goa,0
24.7,77.2,2.5,1720.4,21.1,33.2,1586.6,79.5,394.0,Bihar,1
30.2,78.0,1.4,435.0,12.3,10.8,371.0,40.9,96.9,Konkan & Goa,0
27.2,61.2,4.2,1215.1,0.0,60.4,1134.6,20.1,285.9,Kerala,1
27.9,71.0,4.8,810.3,50.6,24.1,626.5,109.1,156.7,Vidarbha,0
32.3,75.5,4.2,1076.0,22.3,52.0,894.0,107.7,201.7,Vidarbha,0
28.8,87.5,2.6,1096.1,26.0,101.1,825.6,143.4,228.6,Bihar,1
28.9,78.5,4.2,935.0,19.1,96.0,771.5,48.4,198.8,Gangetic West Bengal,0
30.8,79.5,5.5,1072.6,9.0,59.0,896.9,107.7,232.1,Gangetic West Bengal,0
25.7,71.0,4.9,703.0,17.2,57.4,559.7,68.7,123.8,Coastal Andhra Pradesh,0
24.1,86.9,5.4,1452.8,0.0,116.4,1208.8,127.6,293.0,Bihar,1
23.3,74.9,3.7,612.5,54.2,75.6,361.8,120.9,86.9,Assam & Meghalaya,0
20.1,59.7,7.3,1202.0,1.5,50.2,1061.9,88.4,234.8,Gangetic West Bengal,0
34.2,86.8,2.6,890.1,4.5,17.2,802.0,66.4,166.7,East Rajasthan,1
23.1,78.4,6.0,752.3,13.4,71.8,548.7,118.4,125.2,Madhya Maharashtra,0
26.2,64.7,7.4,1190.8,39.3,84.9,960.7,105.9,250.6,Assam & Meghalaya,0
26.0,64.2,6.0,546.8,20.2,41.1,432.9,52.6,95.2,Kerala,0
28.1,73.6,4.6,1009.0,1.5,68.7,911.9,26.9,207.6,East Rajasthan,0
29.9,75.6,3.9,629.5,38.8,49.1,473.1,68.5,102.0,East Rajasthan,0
30.0,72.4,7.1,1264.5,31.0,54.5,1038.4,140.6,250.5,Bihar,0
25.0,73.7,2.2,776.7,28.1,0.0,622.7,125.9,148.6,Coastal Andhra Pradesh,0
26.4,90.4,3.1,884.2,30.7,53.3,764.7,35.5,234.5,Kerala,1
28.0,82.9,4.2,1166.5,55.9,89.1,988.2,33.3,268.1,Gangetic West Bengal,0
26.1,72.3,7.5,893.1,52.8,41.1,668.2,131.0,187.5,Bihar,0
32.6,81.3,5.8,988.5,9.7,61.6,882.6,34.6,244.0,Gangetic West Bengal,0
28.7,57.6,3.1,628.0,44.4,37.3,445.9,100.4,91.5,Bihar,0
29.6,74.8,4.4,1241.2,25.7,70.8,1089.3,55.4,247.9,Bihar,1
29.3,91.7,3.8,1655.2,27.5,53.5,1429.5,144.7,335.2,Bihar,1
31.1,67.4,3.6,1818.7,0.0,31.8,1737.7,49.2,461.1,Coastal Andhra Pradesh,1
27.6,59.8,7.0,1170.5,17.4,100.0,927.4,125.7,220.9,Bihar,0
22.5,62.2,2.3,1319.6,7.8,87.9,1136.5,87.4,259.1,Coastal Karnataka,1
28.4,56.9,8.0,530.2,32.4,41.9,365.8,90.1,82.8,Madhya Maharashtra,0
24.7,60.6,6.7,1463.0,36.1,74.9,1350.8,1.2,332.9,Gangetic West Bengal,0
25.1,,7.2,1209.0,0.0,76.1,1132.9,0.0,288.6,Assam & Meghalaya,0
29.1,53.1,4.1,925.0,19.7,79.3,754.8,71.2,193.7,Konkan & Goa,0
31.3,70.2,4.7,1407.1,36.8,9.2,1271.2,89.9,301.2,Kerala,1
27.1,80.8,2.1,966.1,17.2,90.2,823.7,35.0,219.6,Vidarbha,0
28.1,59.1,4.0,872.9,30.9,42.9,762.6,36.5,177.9,Coastal Andhra Pradesh,0
33.0,88.2,6.0,1219.7,25.3,49.3,1042.6,102.5,257.5,Assam & Meghalaya,1
27.8,76.1,7.6,847.7,25.1,139.1,581.0,102.5,159.0,East Rajasthan,0
36.1,82.4,2.8,1366.0,15.9,69.1,1206.5,74.5,288.8,Coastal Karnataka,0
29.0,62.1,4.3,744.6,1.8,48.4,583.2,111.2,134.4,Vidarbha,0
20.8,80.3,4.7,621.2,3.2,0.0,585.0,33.0,158.1,Konkan & Goa,0
29.6,56.9,2.2,825.2,30.6,101.7,627.1,65.8,139.6,Assam & Meghalaya,1
28.3,80.7,6.2,1313.7,20.3,19.6,1127.9,145.9,274.3,Vidarbha,1
31.5,72.1,3.6,845.5,17.9,29.9,715.0,82.7,189.9,Assam & Meghalaya,0
29.4,76.6,,644.4,13.6,50.1,495.6,85.1,165.0,Coastal Karnataka,0
26.5,55.9,4.1,1008.4,15.4,102.5,718.3,172.2,191.7,Konkan & Goa,0
22.7,59.3,3.4,1033.3,35.7,83.2,890.4,24.0,232.1,East Rajasthan,0
26.3,77.2,5.0,727.9,15.0,55.3,545.7,111.9,147.0,Bihar,0
24.0,58.6,4.6,770.3,0.0,69.2,554.5,146.6,117.2,Gangetic West Bengal,0
25.0,75.6,4.3,1673.6,31.2,42.0,1533.4,67.0,385.7,East Rajasthan,1
29.1,53.6,3.5,837.3,16.9,64.2,641.8,114.4,159.9,Bihar,0
32.8,80.2,5.6,926.5,20.5,62.2,803.1,40.7,207.2,Coastal Andhra Pradesh,0
28.4,55.2,8.0,975.5,44.1,89.1,789.8,52.5,199.8,Madhya Maharashtra,1
22.8,76.6,5.3,977.7,19.7,89.0,773.6,95.4,201.0,Kerala,0
28.6,77.5,7.0,1297.4,24.3,74.8,1086.4,111.9,265.4,Kerala,1
31.2,61.6,2.2,1360.6,2.3,49.1,1184.4,124.8,297.3,Gangetic West Bengal,1
24.9,77.0,5.3,1050.0,16.7,82.3,808.2,142.8,177.5,Konkan & Goa,1
26.5,73.1,2.8,692.7,29.1,57.2,529.1,77.3,125.9,Coastal Karnataka,0
27.1,63.5,2.0,1437.5,0.0,27.5,1282.3,127.7,348.4,Konkan & Goa,1
24.3,57.9,3.5,1008.6,23.0,47.9,871.4,66.3,224.2,Coastal Karnataka,0
29.3,46.4,7.4,1619.2,21.5,62.5,1419.1,116.1,354.4,Konkan & Goa,0
26.6,74.2,6.9,422.5,20.6,87.3,226.3,88.3,94.5,Madhya Maharashtra,0
28.5,51.2,5.5,1146.5,35.6,54.5,958.6,97.8,212.4,Coastal Andhra Pradesh,0
23.9,71.1,1.9,1621.2,25.0,23.7,1475.6,96.9,346.7,Coastal Andhra Pradesh,1
25.5,66.8,4.6,913.7,42.2,61.7,794.0,15.8,232.8,Bihar,1
29.5,78.1,5.6,935.9,5.1,63.4,832.4,35.0,209.0,Vidarbha,0
25.7,66.4,5.4,1160.4,22.0,65.6,988.7,84.1,242.3,Coastal Andhra Pradesh,1
33.0,66.0,1.3,853.8,21.3,87.6,732.4,12.5,159.1,Coastal Andhra Pradesh,0
25.6,78.8,3.2,1014.2,4.0,90.6,806.4,113.2,210.6,East Rajasthan,0
27.8,74.0,4.9,990.1,34.3,42.2,798.7,114.9,210.6,East Rajasthan,0
30.3,73.8,6.1,901.3,54.9,41.5,711.8,93.1,156.1,Bihar,0
22.0,75.6,0.6,1352.4,19.7,28.8,1268.7,35.2,314.4,Vidarbha,1
20.8,51.6,4.7,1282.1,27.6,81.0,1038.3,135.2,252.9,Gangetic West Bengal,0
21.7,79.1,5.3,1261.5,21.3,103.5,975.2,161.5,248.9,East Rajasthan,1
31.4,77.3,6.7,1288.3,9.3,50.5,1142.6,85.9,263.3,Gangetic West Bengal,1
25.1,57.8,6.4,973.9,0.0,52.8,820.7,100.4,230.2,Assam & Meghalaya,1
36.0,67.1,6.2,869.2,9.4,104.0,667.7,88.1,185.2,East Rajasthan,0
25.0,69.5,3.4,895.6,0.0,75.2,719.2,101.2,172.5,Madhya Maharashtra,0
27.6,68.4,1.2,1094.4,45.6,73.1,900.5,75.2,220.8,Vidarbha,1
32.4,74.0,4.2,703.4,18.3,24.3,582.2,78.6,142.8,Bihar,0
34.0,87.2,7.0,961.3,14.8,80.4,749.9,116.2,171.9,Assam & Meghalaya,1
34.2,83.0,7.8,984.4,33.3,32.1,745.2,173.8,177.4,Vidarbha,0
31.2,54.3,6.4,1590.6,3.2,26.0,1537.4,24.0,378.9,Madhya Maharashtra,1
30.6,77.5,5.9,201.8,8.5,49.6,67.9,75.8,49.2,Vidarbha,0
29.1,85.9,5.8,942.3,21.0,42.4,846.1,32.8,230.5,Madhya Maharashtra,0
29.7,74.6,3.9,1650.2,35.4,53.4,1417.7,143.7,373.1,Madhya Maharashtra,1
25.1,83.1,4.7,1037.4,27.5,16.8,936.6,56.5,241.5,Gangetic West Bengal,0
24.1,94.1,8.0,1260.8,23.7,88.8,1126.0,22.3,259.2,Konkan & Goa,0
27.0,82.3,3.1,1150.4,21.2,93.8,929.9,105.5,231.6,Assam & Meghalaya,0
26.4,73.0,8.0,877.2,26.0,1.6,699.8,149.8,194.4,Vidarbha,0
25.4,,4.4,446.3,23.0,89.4,227.4,106.5,31.7,Coastal Karnataka,0
29.4,71.7,7.7,1090.1,4.6,35.7,961.6,88.2,253.1,Assam & Meghalaya,1
30.3,70.3,2.2,870.1,20.7,85.7,667.3,96.4,213.3,Konkan & Goa,1
27.3,65.8,6.2,858.3,3.9,57.9,659.9,136.6,186.2,Assam & Meghalaya,0
32.2,88.8,3.5,877.4,21.2,60.9,750.3,45.0,215.9,Coastal Andhra Pradesh,0
23.0,60.2,2.2,1566.2,12.8,54.4,1423.5,75.5,360.2,Coastal Karnataka,1
,88.4,5.4,1837.9,58.1,96.4,1621.5,61.9,424.7,Konkan & Goa,0
24.5,76.0,7.0,1040.7,19.4,22.8,965.2,33.3,226.9,Gangetic West Bengal,1
20.5,53.2,3.3,905.7,0.0,78.2,760.6,66.9,206.1,Vidarbha,0
26.7,74.4,2.0,782.1,18.0,93.0,546.8,124.3,149.8,Kerala,0
26.6,44.8,4.8,1252.6,27.8,81.5,1040.6,102.7,265.9,Konkan & Goa,1
32.3,77.5,4.8,1715.5,45.1,129.7,1434.9,105.8,385.0,Bihar,1
29.2,80.6,6.1,967.0,11.2,44.1,825.8,85.9,195.7,Vidarbha,0
23.4,62.9,6.9,375.9,0.0,88.7,186.3,100.9,42.8,Konkan & Goa,0
33.5,71.5,4.9,1238.1,32.3,56.8,1101.0,48.0,277.2,Coastal Andhra Pradesh,0
31.3,93.4,8.0,1360.2,0.0,97.0,1195.6,67.6,278.3,Kerala,1
29.0,63.9,5.4,585.2,13.5,59.8,424.2,87.7,110.6,Coastal Andhra Pradesh,0
26.2,57.3,4.3,1108.5,16.1,48.4,952.9,91.1,203.8,Kerala,0
23.6,87.8,1.8,1246.4,19.0,99.2,1035.4,92.8,279.8,Bihar,1
25.7,93.6,4.5,1028.2,30.3,45.3,878.1,74.5,220.5,Vidarbha,1
30.8,70.0,4.3,755.0,9.7,17.6,662.8,64.9,155.3,Gangetic West Bengal,0
33.6,82.1,6.9,1471.5,15.9,44.5,1204.8,206.3,284.5,Coastal Andhra Pradesh,0
32.4,86.1,5.9,993.7,19.8,78.6,779.0,116.3,190.1,Coastal Andhra Pradesh,0
25.3,61.1,2.6,674.9,22.2,101.8,454.4,96.5,127.4,Madhya Maharashtra,0
23.1,64.2,5.3,440.7,21.5,63.3,285.2,70.7,82.3,Kerala,0
27.5,84.8,6.3,1466.3,26.5,99.5,1278.3,62.0,305.5,East Rajasthan,1
20.8,90.2,8.0,1211.8,32.7,19.3,1085.0,74.8,254.3,Vidarbha,0
28.1,76.8,6.8,1090.7,25.9,46.7,926.4,91.7,244.7,Kerala,1
26.5,59.4,6.5,850.8,26.8,51.3,767.9,4.8,177.5,Madhya Maharashtra,0
25.4,93.8,5.1,815.1,0.0,56.6,741.3,17.2,186.5,Assam & Meghalaya,0
21.4,63.6,5.8,715.1,20.8,62.5,577.3,54.5,146.8,Kerala,0
28.8,66.0,7.5,966.8,27.2,80.7,770.6,88.3,198.9,Gangetic West Bengal,0
25.1,74.1,2.3,412.0,30.9,46.7,264.0,70.4,83.2,Vidarbha,0
22.9,88.6,4.3,892.1,9.6,64.2,679.2,139.1,144.5,Madhya Maharashtra,0
16.9,80.2,3.5,896.1,10.1,58.6,806.7,20.7,163.5,Assam & Meghalaya,0
26.9,75.0,5.8,1176.5,11.4,32.2,1083.0,49.9,259.4,Coastal Karnataka,1
33.2,75.6,7.5,1113.4,28.0,56.6,888.0,140.8,258.0,Madhya Maharashtra,1
32.8,70.5,3.8,1314.9,35.5,55.7,1138.5,85.2,325.1,Coastal Karnataka,1
25.4,76.7,0.2,1489.0,13.9,55.0,1304.7,115.4,362.8,Vidarbha,0
24.9,39.6,4.2,1474.1,33.6,61.0,1217.5,162.0,300.5,Coastal Andhra Pradesh,0
28.6,66.4,,1177.6,21.9,62.3,1041.2,52.2,224.7,Madhya Maharashtra,0
,72.9,6.1,1044.7,18.1,47.0,903.6,76.0,179.0,Bihar,0
28.1,56.2,5.9,789.9,16.8,98.2,605.8,69.1,139.2,Coastal Karnataka,0
29.7,74.6,4.4,1179.9,31.2,24.9,1122.0,1.8,276.5,Gangetic West Bengal,0
31.3,67.5,2.4,1534.8,24.9,38.4,1403.9,67.6,377.0,Bihar,0
26.6,91.1,6.0,1315.3,54.1,143.4,1002.6,115.2,268.0,Konkan & Goa,0
26.3,88.9,3.3,1612.9,7.2,28.9,1475.2,101.6,373.3,Konkan & Goa,0
23.9,64.4,8.0,594.3,27.8,19.4,442.3,104.8,92.8,Assam & Meghalaya,0
24.1,68.2,6.1,712.9,12.1,82.0,553.8,65.0,119.2,Coastal Andhra Pradesh,0
26.2,69.1,3.8,1217.4,7.0,0.0,1156.6,53.8,294.2,Vidarbha,0
28.3,,,1182.8,19.8,52.9,979.3,130.8,258.8,Madhya Maharashtra,0
30.2,72.3,4.8,1500.7,22.1,124.4,1294.1,60.1,331.4,East Rajasthan,0
24.2,60.9,4.5,1064.7,63.8,13.7,895.4,91.8,203.2,Gangetic West Bengal,1
32.2,56.4,7.2,743.8,17.2,0.5,639.6,86.5,172.9,Coastal Karnataka,0
26.1,77.5,5.4,992.4,3.0,15.0,835.9,138.5,217.5,Vidarbha,0
26.9,77.6,,670.2,24.1,87.0,440.2,118.9,88.6,Bihar,0
24.4,,8.0,683.3,0.0,93.7,561.4,28.2,124.7,Konkan & Goa,0
18.5,80.7,5.1,1287.4,18.6,44.6,1191.7,32.5,311.7,Gangetic West Bengal,0
30.1,62.4,6.5,1365.7,20.2,80.5,1161.8,103.2,285.8,East Rajasthan,0
29.6,73.0,3.8,1219.9,31.9,101.7,1008.9,77.4,284.0,Madhya Maharashtra,1
26.0,79.8,5.7,593.7,34.6,113.6,383.7,61.8,105.9,Assam & Meghalaya,1
27.2,69.6,5.6,978.1,12.4,52.6,792.5,120.6,188.4,East Rajasthan,0
28.8,75.5,1.2,637.7,17.7,0.0,532.5,87.5,132.9,Gangetic West Bengal,0
21.5,63.8,8.0,1379.0,8.5,35.4,1253.0,82.1,314.5,East Rajasthan,1
25.1,67.6,7.6,886.4,3.1,47.2,724.9,111.2,166.7,Gangetic West Bengal,1
29.8,67.5,4.2,716.1,24.6,52.2,574.3,65.0,125.3,Gangetic West Bengal,1
22.6,61.0,2.8,1106.9,0.9,54.4,908.9,142.7,241.3,Kerala,0
28.0,67.9,5.7,863.9,13.8,93.6,708.0,48.5,193.9,Coastal Karnataka,0
22.3,,5.2,1554.7,5.1,98.2,1345.1,106.3,348.4,Konkan & Goa,0
28.6,64.1,5.7,900.0,28.2,54.8,679.6,137.4,200.2,Kerala,0
26.9,66.6,5.4,645.1,47.0,93.0,480.2,24.9,109.2,Madhya Maharashtra,0
21.3,66.9,6.0,391.6,0.5,70.7,254.1,66.3,97.0,Kerala,0
31.1,67.1,7.9,1078.4,0.0,61.9,890.8,125.7,204.7,Coastal Andhra Pradesh,0
24.4,69.3,6.1,963.0,18.1,87.2,731.4,126.3,162.6,Coastal Andhra Pradesh,0
24.2,75.8,2.9,626.8,20.2,62.2,471.3,73.1,82.6,Konkan & Goa,0
27.7,80.5,7.7,1452.4,23.3,121.7,1256.8,50.6,305.3,East Rajasthan,1
31.0,62.2,8.0,1248.5,13.3,16.8,1100.2,118.2,265.0,Coastal Karnataka,0
23.4,55.6,,1080.3,17.0,44.5,891.5,127.3,233.4,Konkan & Goa,0
27.2,57.5,2.8,1424.4,25.5,56.2,1309.3,33.4,332.2,Gangetic West Bengal,0
28.5,64.2,5.5,1239.4,35.6,73.2,1098.8,31.8,250.8,Bihar,1
29.4,65.8,0.8,840.1,0.0,98.0,653.1,89.0,155.4,Coastal Karnataka,0
27.6,60.8,6.1,767.2,14.5,59.3,588.2,105.2,139.6,Coastal Karnataka,0
25.7,54.4,3.9,1253.9,23.2,17.3,1145.4,68.0,250.8,Gangetic West Bengal,0
24.1,64.5,8.0,1217.6,6.2,85.3,1018.9,107.2,235.1,Gangetic West Bengal,0
27.3,72.2,3.5,1131.1,46.0,82.6,950.9,51.6,222.3,Assam & Meghalaya,0
23.2,77.1,1.6,658.3,10.5,1.7,646.1,0.0,190.2,Konkan & Goa,0
,63.3,4.1,1224.7,19.4,59.9,1082.4,63.0,274.4,Gangetic West Bengal,0
28.5,65.0,1.0,796.5,28.3,12.3,673.4,82.5,181.6,Coastal Andhra Pradesh,1
30.2,58.9,6.5,989.6,11.1,40.1,869.4,69.0,187.4,Madhya Maharashtra,0
18.7,69.6,0.9,1400.7,0.0,32.9,1334.1,33.7,357.4,Bihar,1
23.5,59.8,5.1,807.0,13.6,84.3,701.7,7.4,201.4,Konkan & Goa,0
29.2,76.9,0.8,586.4,35.4,63.5,428.1,59.4,67.1,Vidarbha,0
34.2,48.6,4.4,736.4,14.9,21.4,584.2,115.9,131.9,Coastal Andhra Pradesh,0
27.1,65.7,8.0,1422.2,7.3,86.4,1198.3,130.2,309.5,East Rajasthan,1
24.5,73.6,5.7,1154.8,33.9,17.0,976.4,127.5,257.0,Gangetic West Bengal,1
26.4,72.2,3.3,993.6,15.0,69.9,861.3,47.4,201.8,Vidarbha,0
31.8,100.0,4.9,829.1,12.3,35.6,747.3,33.9,180.7,Gangetic West Bengal,0
